length_lines,fve,n_samples_at_full
1,0.570779,0
2,0.628934,0
3,0.652995,0
4,0.662556,0
5,0.666360,0
6,0.668749,0
7,0.671559,0
8,0.673109,0
9,0.675058,0
10,0.675623,0
11,0.676139,39
12,0.675316,93
13,0.675134,110
14,0.674809,116
15,0.674466,120
16,0.674705,120
17,0.675000,121
18,0.674926,121
19,0.674794,121
20,0.674531,123
21,0.674428,125
22,0.674422,126
23,0.674354,127
24,0.674194,127
25,0.674293,127
26,0.674400,127
27,0.674409,127
28,0.674431,128
