length_tokens,fve,n_samples_at_full
1,-0.509244,0
2,-0.158598,0
3,-0.017780,0
4,0.051583,0
5,0.080662,0
6,0.146340,0
7,0.189286,0
8,0.257948,0
9,0.318006,0
10,0.376549,0
11,0.427898,0
12,0.473781,0
13,0.516742,0
14,0.546103,0
15,0.568813,0
16,0.580675,0
17,0.598804,0
18,0.606272,0
19,0.609245,0
20,0.614029,0
21,0.619184,0
22,0.625068,0
23,0.626114,0
24,0.631088,0
25,0.634614,0
26,0.637169,0
27,0.640342,0
28,0.645043,0
29,0.649265,0
30,0.651282,0
31,0.655832,0
32,0.657639,0
33,0.661168,0
34,0.662610,0
35,0.665512,0
36,0.667159,0
37,0.670070,0
38,0.672466,0
39,0.672790,0
40,0.674927,0
41,0.676549,0
42,0.677717,0
43,0.679711,0
44,0.680417,0
45,0.681467,0
46,0.681802,0
47,0.682072,0
48,0.682760,0
49,0.683167,0
50,0.684367,0
51,0.684697,0
52,0.685348,0
53,0.685431,0
54,0.686714,0
55,0.687343,0
56,0.688380,0
57,0.689377,0
58,0.690027,0
59,0.690878,0
60,0.690994,0
61,0.691326,0
62,0.692062,0
63,0.692455,0
64,0.692907,0
65,0.693555,0
66,0.693279,0
67,0.693180,0
68,0.693823,0
69,0.693798,0
70,0.693517,0
71,0.692905,0
72,0.694087,0
73,0.693896,0
74,0.694471,0
75,0.694811,0
76,0.694892,0
77,0.695419,0
78,0.695759,0
79,0.696327,0
80,0.695501,0
81,0.697139,0
82,0.697255,0
83,0.697512,0
84,0.697632,0
85,0.697885,0
86,0.697899,0
87,0.697969,0
88,0.698064,0
89,0.698496,0
90,0.698360,0
91,0.698192,0
92,0.698884,0
93,0.699309,0
94,0.699015,0
95,0.698917,0
96,0.698611,0
97,0.698103,0
98,0.697596,0
99,0.698084,0
100,0.698573,0
101,0.698480,0
102,0.698641,0
103,0.698608,0
104,0.698552,0
105,0.698304,0
106,0.697804,0
107,0.698221,0
108,0.698263,0
109,0.698361,1
110,0.698540,1
111,0.698138,1
112,0.697907,1
113,0.697690,2
114,0.697631,2
115,0.697333,2
116,0.696992,3
117,0.697261,3
118,0.697322,3
119,0.697151,4
120,0.696960,6
121,0.696696,7
122,0.695641,8
123,0.696362,8
124,0.696628,11
125,0.696596,13
126,0.696536,14
127,0.695949,14
128,0.695430,14
129,0.695507,15
130,0.695602,15
131,0.695734,15
132,0.695718,17
133,0.694993,17
134,0.694734,19
135,0.694653,20
136,0.694573,20
137,0.694516,22
138,0.694392,22
139,0.694146,24
140,0.693540,24
141,0.693276,24
142,0.692821,25
143,0.692589,26
144,0.691833,28
145,0.691146,28
146,0.690716,28
147,0.690474,31
148,0.689905,32
149,0.690048,34
150,0.689674,34
151,0.688730,35
152,0.688152,36
153,0.687239,37
154,0.685971,38
155,0.685925,38
156,0.686078,38
157,0.685147,40
158,0.684380,40
159,0.683535,41
160,0.682713,43
161,0.681659,47
162,0.681405,48
163,0.681185,50
164,0.680755,52
165,0.680531,54
166,0.679794,54
167,0.680125,56
168,0.679753,56
169,0.679361,57
170,0.679180,60
171,0.677795,63
172,0.677033,64
173,0.677139,65
174,0.676864,66
175,0.676354,67
176,0.675830,67
177,0.675580,67
178,0.675168,68
179,0.674831,68
180,0.674183,69
181,0.674086,70
182,0.673223,71
183,0.672834,71
184,0.672050,73
185,0.671437,74
186,0.671075,75
187,0.669760,78
188,0.669940,79
189,0.669155,79
190,0.667901,80
191,0.667286,80
192,0.667562,80
193,0.665998,80
194,0.665044,80
195,0.664164,80
196,0.663690,81
197,0.663559,82
198,0.663888,82
199,0.663856,85
200,0.662977,85
201,0.662300,86
202,0.660068,86
203,0.659743,86
204,0.659300,86
205,0.659473,86
206,0.659061,87
207,0.658844,88
208,0.657216,88
209,0.656974,88
210,0.655871,89
211,0.655619,90
212,0.655254,90
213,0.655337,90
214,0.654786,90
215,0.654053,90
216,0.653174,90
217,0.652936,90
218,0.652653,91
219,0.651706,91
220,0.650779,91
221,0.649556,91
222,0.649261,91
223,0.647904,91
224,0.648215,91
225,0.648538,92
226,0.648951,92
227,0.647728,92
228,0.646344,92
229,0.645665,92
230,0.645397,92
231,0.646042,92
232,0.645223,92
233,0.645131,92
234,0.644969,92
235,0.644248,92
236,0.644326,92
237,0.644832,92
238,0.643712,92
239,0.644885,92
240,0.644475,93
241,0.644473,94
242,0.644053,95
243,0.644626,95
244,0.644014,97
245,0.644157,98
246,0.644239,98
247,0.644665,99
248,0.644131,102
249,0.644270,104
250,0.644287,114
251,0.643970,120
252,0.643953,124
253,0.642863,134
254,0.642445,159
255,0.642549,179
256,0.642364,200
