length_tokens,fve,n_samples_at_full
1,-0.338085,0
2,-0.113458,0
3,0.023740,0
4,0.099227,0
5,0.180372,0
6,0.232507,0
7,0.276416,0
8,0.319127,0
9,0.336310,0
10,0.353462,0
11,0.376273,0
12,0.401364,0
13,0.426026,0
14,0.442578,0
15,0.452976,0
16,0.464160,0
17,0.470085,0
18,0.474228,0
19,0.484347,0
20,0.491817,0
21,0.502340,0
22,0.513262,0
23,0.519114,0
24,0.528004,0
25,0.532092,0
26,0.542538,0
27,0.550521,0
28,0.556033,0
29,0.560197,0
30,0.564924,0
31,0.568544,0
32,0.569702,0
33,0.572330,0
34,0.574792,0
35,0.575758,0
36,0.578891,0
37,0.581686,0
38,0.581667,0
39,0.585700,0
40,0.588970,0
41,0.592107,0
42,0.593224,0
43,0.594436,0
44,0.596825,0
45,0.597009,0
46,0.598400,0
47,0.599697,0
48,0.601675,0
49,0.603545,0
50,0.605399,0
51,0.606028,0
52,0.607176,0
53,0.608748,0
54,0.609257,0
55,0.611752,0
56,0.613588,0
57,0.613343,0
58,0.613416,0
59,0.613618,0
60,0.614134,0
61,0.614819,0
62,0.616895,0
63,0.617183,0
64,0.617825,0
65,0.618383,0
66,0.619513,0
67,0.620652,0
68,0.620605,0
69,0.621117,0
70,0.621699,0
71,0.622694,0
72,0.624314,0
73,0.625885,0
74,0.626824,0
75,0.627937,0
76,0.628087,0
77,0.629681,0
78,0.630156,0
79,0.630560,0
80,0.630834,0
81,0.629982,0
82,0.631057,0
83,0.632498,0
84,0.632943,0
85,0.633456,0
86,0.634129,0
87,0.634354,0
88,0.634749,0
89,0.634528,0
90,0.635008,0
91,0.634516,0
92,0.635067,0
93,0.634423,0
94,0.635298,0
95,0.635350,0
96,0.636313,0
97,0.635871,0
98,0.635662,1
99,0.635871,1
100,0.634970,1
101,0.633953,4
102,0.634050,4
103,0.633774,4
104,0.634519,6
105,0.634583,7
106,0.634385,10
107,0.634248,11
108,0.633723,14
109,0.633298,14
110,0.633147,15
111,0.633079,18
112,0.633765,19
113,0.634614,21
114,0.635291,23
115,0.635880,25
116,0.635253,27
117,0.634734,30
118,0.634529,33
119,0.634292,35
120,0.634383,37
121,0.635103,40
122,0.635543,41
123,0.635120,43
124,0.633973,46
125,0.634095,50
126,0.633876,52
127,0.634327,57
128,0.634380,59
129,0.632878,61
130,0.632964,63
131,0.632372,66
132,0.631817,67
133,0.631382,68
134,0.630777,71
135,0.630522,74
136,0.630470,74
137,0.630443,76
138,0.630233,80
139,0.629944,82
140,0.629842,83
141,0.629894,85
142,0.629819,86
143,0.630002,86
144,0.629876,86
145,0.629805,86
146,0.629884,89
147,0.629610,89
148,0.629694,89
149,0.629689,89
150,0.629866,89
151,0.629821,90
152,0.630043,90
153,0.629958,91
154,0.629809,91
155,0.629796,91
156,0.629562,91
157,0.629394,91
158,0.629245,91
159,0.629387,91
160,0.629163,92
161,0.628681,92
162,0.628738,92
163,0.628538,92
164,0.628301,92
165,0.628318,92
166,0.628315,92
167,0.628512,92
168,0.627905,92
169,0.628365,92
170,0.628181,92
171,0.628332,92
172,0.628610,92
173,0.628446,92
174,0.628731,92
175,0.628505,92
176,0.628393,92
177,0.628497,92
178,0.628464,92
179,0.628243,92
180,0.628041,92
181,0.628294,92
182,0.628152,92
183,0.628033,92
184,0.627497,92
185,0.627571,92
186,0.627367,92
187,0.627165,92
188,0.626870,92
189,0.627003,92
190,0.627093,94
191,0.627160,94
192,0.627150,94
193,0.627163,94
194,0.626847,94
195,0.626953,94
196,0.626323,94
197,0.626322,94
198,0.626219,94
199,0.624943,94
200,0.625206,94
201,0.625629,94
202,0.625738,94
203,0.624724,94
204,0.625000,94
205,0.624730,94
206,0.624922,94
207,0.625807,94
208,0.625168,95
209,0.624713,95
210,0.625487,95
211,0.625309,95
212,0.625549,95
213,0.625744,95
214,0.625716,95
215,0.625435,95
216,0.625988,95
217,0.626139,95
218,0.625475,95
219,0.625568,95
220,0.625133,95
221,0.624958,95
222,0.625226,95
223,0.625213,95
224,0.625378,95
225,0.625460,95
226,0.624469,95
227,0.623492,95
228,0.623965,95
229,0.623594,95
230,0.623067,95
231,0.623125,95
232,0.621717,95
233,0.622081,95
234,0.622978,95
235,0.622714,95
236,0.622902,95
237,0.622004,95
238,0.621142,95
239,0.621655,95
240,0.622369,95
241,0.621824,95
242,0.622034,96
243,0.622016,96
244,0.621378,96
245,0.621951,96
246,0.623086,96
247,0.622216,96
248,0.622410,96
249,0.622056,96
250,0.621276,96
251,0.621651,96
252,0.622458,96
253,0.622078,96
254,0.621742,96
255,0.621866,97
256,0.620687,100
