length_tokens,fve,n_samples_at_full
1,-0.305713,0
2,-0.182814,0
3,-0.141895,0
4,-0.045584,0
5,0.019190,0
6,0.044715,0
7,0.061822,0
8,0.087491,0
9,0.112500,0
10,0.129405,0
11,0.151436,0
12,0.174409,0
13,0.190479,0
14,0.206285,0
15,0.221906,0
16,0.240480,0
17,0.249115,0
18,0.259603,0
19,0.277160,0
20,0.285441,0
21,0.296904,0
22,0.304748,0
23,0.315099,0
24,0.318204,0
25,0.325416,0
26,0.331165,0
27,0.339479,0
28,0.346207,0
29,0.351432,0
30,0.355445,0
31,0.363641,0
32,0.365548,0
33,0.370606,0
34,0.375595,0
35,0.380172,0
36,0.383950,0
37,0.389425,0
38,0.396477,0
39,0.399916,0
40,0.402706,0
41,0.408148,0
42,0.410307,0
43,0.411878,0
44,0.413443,0
45,0.417357,0
46,0.420212,0
47,0.423390,0
48,0.425774,0
49,0.426886,0
50,0.428692,0
51,0.429150,0
52,0.428966,0
53,0.431680,0
54,0.433525,0
55,0.435348,0
56,0.437869,0
57,0.439541,0
58,0.441325,0
59,0.442033,0
60,0.443421,0
61,0.443971,0
62,0.443481,0
63,0.442885,0
64,0.441745,0
65,0.440456,0
66,0.440732,0
67,0.441002,0
68,0.442406,0
69,0.445256,0
70,0.445764,0
71,0.445653,0
72,0.445385,0
73,0.446189,0
74,0.446158,0
75,0.447779,0
76,0.448485,0
77,0.449738,0
78,0.450404,0
79,0.452327,0
80,0.452115,0
81,0.452673,0
82,0.453052,0
83,0.453975,0
84,0.455131,0
85,0.455212,0
86,0.457636,0
87,0.457447,0
88,0.457425,0
89,0.457971,0
90,0.458410,0
91,0.458940,0
92,0.459269,0
93,0.458950,0
94,0.460010,0
95,0.459751,0
96,0.459098,0
97,0.459722,0
98,0.460019,0
99,0.460804,0
100,0.462192,0
101,0.464391,0
102,0.463555,2
103,0.463600,2
104,0.464540,4
105,0.464129,4
106,0.465183,5
107,0.465163,5
108,0.465430,5
109,0.465426,5
110,0.465028,6
111,0.465107,7
112,0.464577,9
113,0.464474,13
114,0.464454,15
115,0.464678,18
116,0.465515,22
117,0.465235,23
118,0.465485,25
119,0.467620,29
120,0.467549,34
121,0.467337,34
122,0.466339,34
123,0.465654,35
124,0.464987,37
125,0.465353,44
126,0.466259,49
127,0.467043,54
128,0.466732,56
129,0.465460,57
130,0.467179,60
131,0.467939,62
132,0.468074,63
133,0.467855,66
134,0.467723,69
135,0.467426,70
136,0.467259,72
137,0.467538,75
138,0.467574,76
139,0.467248,76
140,0.467207,79
141,0.466375,81
142,0.466276,85
143,0.466305,85
144,0.466279,87
145,0.466723,88
146,0.466823,88
147,0.466967,89
148,0.466179,91
149,0.466180,91
150,0.466395,91
151,0.466821,91
152,0.466231,91
153,0.466218,92
154,0.465753,92
155,0.466127,93
156,0.466708,93
157,0.466517,93
158,0.466046,93
159,0.465468,93
160,0.465286,93
161,0.465031,93
162,0.464972,93
163,0.454948,93
164,0.456479,93
165,0.444364,93
166,0.443740,93
167,0.442912,93
168,0.441239,93
169,0.441819,93
170,0.441842,93
171,0.442683,93
172,0.441945,93
173,0.441958,93
174,0.441661,93
175,0.441842,93
176,0.442365,93
177,0.442171,93
178,0.442703,93
179,0.441420,93
180,0.441245,93
181,0.439534,93
182,0.440389,93
183,0.439365,93
184,0.439727,93
185,0.439377,93
186,0.439673,93
187,0.439123,93
188,0.439342,93
189,0.435915,93
190,0.438299,93
191,0.437782,93
192,0.437903,93
193,0.436810,93
194,0.435129,93
195,0.436859,93
196,0.438858,93
197,0.437215,93
198,0.436333,93
199,0.435309,93
200,0.436340,93
201,0.435620,93
202,0.435435,93
203,0.434800,93
204,0.434533,93
205,0.435212,93
206,0.436461,93
207,0.435496,93
208,0.435527,93
209,0.434656,93
210,0.435053,93
211,0.434204,93
212,0.434499,93
213,0.433978,93
214,0.434161,93
215,0.433996,93
216,0.433814,93
217,0.433259,93
218,0.433257,93
219,0.432817,93
220,0.433712,93
221,0.433599,93
222,0.433490,93
223,0.432970,93
224,0.433092,93
225,0.433416,93
226,0.433988,93
227,0.432992,93
228,0.432614,93
229,0.431574,93
230,0.431804,93
231,0.431853,93
232,0.432063,93
233,0.431789,93
234,0.431692,93
235,0.431341,93
236,0.431730,93
237,0.431482,93
238,0.431680,93
239,0.431207,93
240,0.431718,93
241,0.431600,93
242,0.432047,93
243,0.431908,93
244,0.432489,93
245,0.432340,93
246,0.433149,93
247,0.431706,93
248,0.431797,93
249,0.431354,93
250,0.432392,93
251,0.431926,93
252,0.432627,93
253,0.431183,93
254,0.431522,93
255,0.430509,93
256,0.431071,100
